Method,Watermark_Status,Subject_ID,MAE_Mean,MAE_Std,RMSE_Mean,RMSE_Std,MAPE_Mean,MAPE_Std,SNR_Mean,SNR_Std,N_Trials
FactorizePhys,ORIGINAL,3,0.146484375,0.1337213275159097,0.3588119740405046,0.34282431435362054,0.25641025641025644,0.2340694690193018,5.38269200349415,0.8091902810813383,6
FactorizePhys,ORIGINAL,4,0.5859375,0.3966815627263653,1.1346630897092043,1.0201185191095001,0.9117647058823529,0.6049504223127404,3.4614604157801385,0.6278084741081121,6
FactorizePhys,ORIGINAL,5,1.025390625,0.9360492926113679,2.511683818283532,2.3997702004753436,2.0833333333333335,1.9018144357818267,-0.1803451017304095,1.002740672557702,6
FactorizePhys,ORIGINAL,6,1.318359375,1.0835883989593904,2.7584217468413463,2.6004804516365896,2.0382901468889254,1.6916202043813002,5.204107211147816,0.9135315247080813,5
FactorizePhys,ORIGINAL,7,0.6591796875,0.46032001061925787,1.306095300302271,1.1920119431676965,0.519669742593492,0.36140123303491173,2.157834301967337,1.2292058646460189,6
FactorizePhys,ORIGINAL,8,0.146484375,0.1337213275159097,0.3588119740405046,0.34282431435362054,0.24509803921568626,0.223742874797862,4.052246321900838,0.6248681128372582,6
FactorizePhys,ORIGINAL,9,0.732421875,0.5247603823292158,1.4794196687053824,1.364007890908177,1.4726209463051567,1.0480144220419587,3.0446730035943976,0.9180354714407671,6
FactorizePhys,WATERMARKED,1,38.37890625,3.997798075200053,39.60851905394505,17.5134663551885,54.490699854612224,6.437526947950923,-6.815230976500975,0.23695524628837442,6
FactorizePhys,WATERMARKED,10,21.6796875,5.933672022350346,26.100950789398375,16.679406565901388,28.507762384344613,8.456466514721498,-6.700056257570259,0.30501041833964343,6
FactorizePhys,WATERMARKED,2,22.119140625,5.798326994229184,26.28649762864133,17.584522187512626,30.30103331070129,7.9377605940116105,-6.4208616529673295,0.4103746807360963,6
FactorizePhys,WATERMARKED,3,57.9345703125,10.32918274234343,63.218403444268965,35.220801357224076,104.15770144116601,18.391976996728907,-6.250824245776594,0.4649296627504363,6
FactorizePhys,WATERMARKED,4,49.8779296875,7.4012671017300224,53.07052287454968,27.155680397868878,75.82349601636814,12.025523533118228,-6.1671843284444705,0.5004323019036196,6
FactorizePhys,WATERMARKED,5,76.171875,6.503037403255471,77.81960880025332,32.0295651030463,154.55974337553286,13.768092225948847,-8.464272993567317,0.5830074326814492,6
FactorizePhys,WATERMARKED,6,37.6171875,4.891332410648947,39.174972356945965,19.148600007993913,55.987552530913774,7.426864621632996,-7.513111312505451,0.12020809825495687,5
